PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33219593","Inflammatory bowel disease patients provide reliable self-reported medical information: A multicentre prospective pharmacovigilance monitoring system","Thomas PWA, West RL, Russel MGVM, Jansen JM, Kosse LJ, Jessurun NT, Römkens TEH, Hoentjen F; IBDREAM registry.","Pharmacoepidemiol Drug Saf. 2021 Apr;30(4):520-524. doi: 10.1002/pds.5175. Epub 2020 Dec 1.","Thomas PWA","Pharmacoepidemiol Drug Saf","2021","2020/11/21","PMC7983909","","10.1002/pds.5175"
"33219586","Developing algorithms for identifying major structural birth defects using automated electronic health data","Kharbanda EO, Vazquez-Benitez G, DeSilva MB, Spaulding AB, Daley MF, Naleway AL, Irving SA, Klein NP, Tseng HF, Jackson LA, Hambidge SJ, Olaiya O, Panozzo CA, Myers TR, Romitti PA.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):266-274. doi: 10.1002/pds.5177. Epub 2020 Dec 3.","Kharbanda EO","Pharmacoepidemiol Drug Saf","2021","2020/11/21","PMC9116134","NIHMS1670139","10.1002/pds.5177"
"33216434","Effectiveness of risk minimisation measures for valproate: A cross-sectional survey among physicians in Europe","Toussi M, Isabelle B, Tcherny-Lessenot S, de Voogd H, Dimos V, Kaplan S.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):283-291. doi: 10.1002/pds.5119. Epub 2020 Nov 20.","Toussi M","Pharmacoepidemiol Drug Saf","2021","2020/11/20","PMC7894483","","10.1002/pds.5119"
"33197106","Does additional monitoring status increase the reporting of adverse drug reactions? An interrupted time series analysis of EudraVigilance data","Segec A, Slattery J, Morales DR, Januskiene J, Kurz X, Arlett P.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):350-359. doi: 10.1002/pds.5174. Epub 2020 Dec 8.","Segec A","Pharmacoepidemiol Drug Saf","2021","2020/11/16","PMC7898803","","10.1002/pds.5174"
"33190379","Influence of statin-potency on the risk of kidney disease - A nationwide cohort study using laboratory data","Citarella A, Linder M, Cammarota S, Sundström A, Kieler H.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):210-219. doi: 10.1002/pds.5173. Epub 2020 Nov 26.","Citarella A","Pharmacoepidemiol Drug Saf","2021","2020/11/15","","","10.1002/pds.5173"
"33179845","A joint industry-sponsored data monitoring committee model for observational, retrospective drug safety studies in the real-world setting","Major-Pedersen A, McCullen MK, Sabol ME, Adetunji O, Massaro J, Neugut AI, Sosa JA, Hollenberg AN.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):9-16. doi: 10.1002/pds.5172. Epub 2020 Nov 24.","Major-Pedersen A","Pharmacoepidemiol Drug Saf","2021","2020/11/12","PMC8247341","","10.1002/pds.5172"
"33174338","Real-world reproducibility study characterizing patients newly diagnosed with multiple myeloma using Clinical Practice Research Datalink, a UK-based electronic health records database","Seesaghur A, Petruski-Ivleva N, Banks V, Wang JR, Mattox P, Hoeben E, Maskell J, Neasham D, Reynolds SL, Kafatos G.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):248-256. doi: 10.1002/pds.5171. Epub 2020 Nov 21.","Seesaghur A","Pharmacoepidemiol Drug Saf","2021","2020/11/11","PMC7984077","","10.1002/pds.5171"
"33156565","The evolution of anti-emetic prescriptions in primary care, between 2006 and 2016","De Bandt D, Safsaf S, Bourrion B, Francois M.","Pharmacoepidemiol Drug Saf. 2021 Apr;30(4):418-425. doi: 10.1002/pds.5170. Epub 2020 Dec 3.","De Bandt D","Pharmacoepidemiol Drug Saf","2021","2020/11/06","","","10.1002/pds.5170"
"33146908","Building an active medical product safety surveillance system in Taiwan: Adaptation of the U.S. Sentinel System common data model structure to the National Health Insurance Research Database in Taiwan","Huang K, Lin FJ, Ou HT, Hsu CN, Huang LY, Wang CC, Toh S.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):97-101. doi: 10.1002/pds.5168. Epub 2020 Nov 11.","Huang K","Pharmacoepidemiol Drug Saf","2021","2020/11/04","","","10.1002/pds.5168"
"33146901","The utility of real-world evidence for benefit-risk assessment, communication, and evaluation of pharmaceuticals: Case studies","Radawski CA, Hammad TA, Colilla S, Coplan P, Hornbuckle K, Freeman E, Smith MY, Sobel RE, Bahri P, Arias AE, Bennett D.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1532-1539. doi: 10.1002/pds.5167. Epub 2020 Nov 17.","Radawski CA","Pharmacoepidemiol Drug Saf","2020","2020/11/04","","","10.1002/pds.5167"
"33146896","Incorporating patient generated health data into pharmacoepidemiological research","Bourke A, Dixon WG, Roddam A, Lin KJ, Hall GC, Curtis JR, van der Veer SN, Soriano-Gabarró M, Mills JK, Major JM, Verstraeten T, Francis MJ, Bartels DB.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1540-1549. doi: 10.1002/pds.5169. Epub 2020 Nov 13.","Bourke A","Pharmacoepidemiol Drug Saf","2020","2020/11/04","","","10.1002/pds.5169"
"33111396","Mortality and morbidity following postoperative use of short-term, low-dose quetiapine vs risperidone in patients with diabetes: Analysis using a national inpatient database","Sato D, Uda K, Kumazawa R, Matsui H, Yasunaga H.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1703-1709. doi: 10.1002/pds.5164. Epub 2020 Nov 12.","Sato D","Pharmacoepidemiol Drug Saf","2020","2020/10/28","","","10.1002/pds.5164"
"33108674","Effectiveness of risk minimisation measures for valproate: A drug utilisation study in Europe","Toussi M, Shlaen M, Coste F, de Voogd H, Dimos V, Kaplan S.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):292-303. doi: 10.1002/pds.5166. Epub 2020 Nov 23.","Toussi M","Pharmacoepidemiol Drug Saf","2021","2020/10/27","PMC7894134","","10.1002/pds.5166"
"33108004","Real world data to identify target population for new CAR-T therapies","Belleudi V, Trotta F, Fortinguerra F, Poggi FR, Olimpieri O, Santelli E, Cozzi I, Michelozzi P, Addis A.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):78-85. doi: 10.1002/pds.5165. Epub 2020 Nov 11.","Belleudi V","Pharmacoepidemiol Drug Saf","2021","2020/10/27","","","10.1002/pds.5165"
"33103788","Monitoring real-life utilization of pembrolizumab in advanced melanoma using the Portuguese National Cancer Registry","Borges FC, Ramos C, Ramos A, Mendes GP, Murteira R, Soares P, Furtado C, Miranda AC, Costa FA; RON network.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):342-349. doi: 10.1002/pds.5163. Epub 2020 Nov 9.","Borges FC","Pharmacoepidemiol Drug Saf","2021","2020/10/26","","","10.1002/pds.5163"
"33099846","What are the patients' and health care professionals' understanding and behaviors towards adverse drug reaction reporting and additional monitoring?","Januskiene J, Segec A, Slattery J, Genov G, Plueschke K, Kurz X, Arlett P.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):334-341. doi: 10.1002/pds.5162. Epub 2020 Nov 8.","Januskiene J","Pharmacoepidemiol Drug Saf","2021","2020/10/25","PMC7894330","","10.1002/pds.5162"
"33099844","Empirical assessment of case-based methods for identification of drugs associated with acute liver injury in the French National Healthcare System database (SNDS)","Thurin NH, Lassalle R, Schuemie M, Pénichon M, Gagne JJ, Rassen JA, Benichou J, Weill A, Blin P, Moore N, Droz-Perroteau C.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):320-333. doi: 10.1002/pds.5161. Epub 2020 Nov 19.","Thurin NH","Pharmacoepidemiol Drug Saf","2021","2020/10/25","","","10.1002/pds.5161"
"33098336","New prescription of antihyperglycemic agents among patients with diabetes in Germany: Moderate concordance between health insurance data and self-reports","Brüne M, Andrich S, Haastert B, Kaltheuner M, Icks A.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):304-312. doi: 10.1002/pds.5160. Epub 2020 Nov 5.","Brüne M","Pharmacoepidemiol Drug Saf","2021","2020/10/24","","","10.1002/pds.5160"
"33098321","Antidepressant use in Australia and Sweden-A cross-country comparison","Eek E, van Driel M, Falk M, Hollingworth SA, Merlo G.","Pharmacoepidemiol Drug Saf. 2021 Apr;30(4):409-417. doi: 10.1002/pds.5158. Epub 2020 Nov 9.","Eek E","Pharmacoepidemiol Drug Saf","2021","2020/10/24","","","10.1002/pds.5158"
"33098318","Relation between anticholinergic burden and cognitive impairment: Results from the Monzino 80-plus population-based study","Pasina L, Lucca U, Tettamanti M.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1696-1702. doi: 10.1002/pds.5159. Epub 2020 Nov 3.","Pasina L","Pharmacoepidemiol Drug Saf","2020","2020/10/24","","","10.1002/pds.5159"
"33094502","Antibiotic utilization within 18 community hospitals in the United States: A 5-year analysis","Thabit AK, Shea KM, Guzman OE, Garey KW.","Pharmacoepidemiol Drug Saf. 2021 Apr;30(4):403-408. doi: 10.1002/pds.5156. Epub 2020 Nov 20.","Thabit AK","Pharmacoepidemiol Drug Saf","2021","2020/10/23","","","10.1002/pds.5156"
"33091194","Validation of cardiovascular outcomes and risk factors in the Clinical Practice Research Datalink in the United Kingdom","Arana A, Margulis AV, Varas-Lorenzo C, Bui CL, Gilsenan A, McQuay LJ, Reynolds M, Rebordosa C, Franks B, de Vogel S, Appenteng K, Perez-Gutthann S.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):237-247. doi: 10.1002/pds.5150. Epub 2020 Oct 28.","Arana A","Pharmacoepidemiol Drug Saf","2021","2020/10/22","PMC7821285","","10.1002/pds.5150"
"33090666","Characteristics associated with time-to-treatment initiation for chronic Hepatitis C with new direct acting antivirals","Karmarkar T, Padula WV, Gaskin DJ, Watson E, Rodriguez CV.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):86-96. doi: 10.1002/pds.5138. Epub 2020 Oct 11.","Karmarkar T","Pharmacoepidemiol Drug Saf","2021","2020/10/22","","","10.1002/pds.5138"
"33089918","Accuracy of diagnoses of inflammatory arthritis in administrative hospitalization databases","Ward MM.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):257-265. doi: 10.1002/pds.5157. Epub 2020 Nov 30.","Ward MM","Pharmacoepidemiol Drug Saf","2021","2020/10/22","","","10.1002/pds.5157"
"33084196","Allopurinol-induced severe cutaneous adverse drug reactions: Risk minimization measures in Malaysia","Panickar R, Wo WK, Ali NM, Tang MM, Ramanathan GRL, Kamarulzaman A, Aziz Z.","Pharmacoepidemiol Drug Saf. 2020 Oct;29(10):1254-1262. doi: 10.1002/pds.5033.","Panickar R","Pharmacoepidemiol Drug Saf","2020","2020/10/21","","","10.1002/pds.5033"
"33078476","Long-term effect of first-line injectable multiple sclerosis treatments: Input of a time-dependent propensity score","Lefort M, Foucher Y, Lenain R, Vukusic S, Edan G, Leray E.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1680-1688. doi: 10.1002/pds.5154. Epub 2020 Nov 11.","Lefort M","Pharmacoepidemiol Drug Saf","2020","2020/10/20","","","10.1002/pds.5154"
"33078448","Analysis of the US FDA adverse event reporting system to identify adverse cardiac events associated with hydroxychloroquine in older adults","Nishtala PS, Gill S, Chyou TY.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1689-1695. doi: 10.1002/pds.5155. Epub 2020 Nov 5.","Nishtala PS","Pharmacoepidemiol Drug Saf","2020","2020/10/20","","","10.1002/pds.5155"
"33067914","Direct healthcare costs of chronic kidney disease management in Italy: What cost-savings can be achieved with higher biosimilar uptake and more appropriate use of erythropoiesis-stimulating agents?","Ingrasciotta Y, Sultana J, Formica D, Ientile V, Aiello A, Chinellato A, Tari DU, Gini R, Pastorello M, Scondotto S, Cananzi P, Traversa G, Rossi M, Santoro D, Trifirò G; Italian Biosimilars Network (I-BioNetwork).","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):65-77. doi: 10.1002/pds.5152. Epub 2020 Nov 16.","Ingrasciotta Y","Pharmacoepidemiol Drug Saf","2021","2020/10/17","","","10.1002/pds.5152"
"33067868","Ondansetron use in early pregnancy and the risk of late pregnancy outcomes","Suarez EA, Boggess K, Engel SM, Stürmer T, Lund JL, Funk MJ.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):114-125. doi: 10.1002/pds.5151. Epub 2020 Nov 9.","Suarez EA","Pharmacoepidemiol Drug Saf","2021","2020/10/17","","","10.1002/pds.5151"
"33064335","Hepatic adverse drug reactions in Malaysia: An 18-year review of the national centralized reporting system","Lee FY, Wong HS, Chan HK, Mohamed Ali N, Abu Hassan MR, Omar H, Abdul Mutalib NA.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1669-1679. doi: 10.1002/pds.5153. Epub 2020 Nov 2.","Lee FY","Pharmacoepidemiol Drug Saf","2020","2020/10/16","","","10.1002/pds.5153"
"33063370","Use of non-vitamin K antagonist oral anticoagulants in Colombia: A descriptive study using a national administrative healthcare database","Machado-Alba JE, Gaviria-Mendoza A, Machado-Duque ME, Tovar-Yepes C, Ruigómez A, García Rodríguez LA.","Pharmacoepidemiol Drug Saf. 2021 Apr;30(4):426-434. doi: 10.1002/pds.5124. Epub 2020 Oct 15.","Machado-Alba JE","Pharmacoepidemiol Drug Saf","2021","2020/10/16","PMC7983923","","10.1002/pds.5124"
"33058357","Special Issue: Abstracts of the 36th International Conference on Pharmacoepidemiology & Therapeutic Risk Management, Virtual, September 16-17, 2020","","Pharmacoepidemiol Drug Saf. 2020 Oct;29 Suppl 3:3-649. doi: 10.1002/pds.5114.","","Pharmacoepidemiol Drug Saf","2020","2020/10/15","","","10.1002/pds.5114"
"33051958","Prevalence and incidence rate of hospital admissions related to medication between 2008 and 2013 in The Netherlands","Lghoul-Oulad Saïd F, Hek K, Flinterman LE, Herings RM, Warlé-van Herwaarden MF, de Bie S, Valkhoff VE, Alsma J, Mosseveld M, Vanrolleghem AM, Stricker BH, Sturkenboom MC, De Smet PA, van den Bemt PM.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1659-1668. doi: 10.1002/pds.5122. Epub 2020 Oct 13.","Lghoul-Oulad Saïd F","Pharmacoepidemiol Drug Saf","2020","2020/10/14","PMC7756305","","10.1002/pds.5122"
"33047458","Patterns of opioid use in older people diagnosed with cancer in New South Wales, Australia","Tervonen HE, Schaffer AL, Luckett T, Phillips J, Litchfield M, Todd A, Pearson SA.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):360-370. doi: 10.1002/pds.5081. Epub 2020 Oct 12.","Tervonen HE","Pharmacoepidemiol Drug Saf","2021","2020/10/13","","","10.1002/pds.5081"
"33026123","Medication-related problems in older people in Catalonia: A real-world data study","Troncoso-Mariño A, López-Jiménez T, Roso-Llorach A, Villén N, Amado-Guirado E, Guisado-Clavero M, Fernández-Bertolin S, Pons Vigues M, Foguet-Boreu Q, Violán C.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):220-228. doi: 10.1002/pds.5149. Epub 2020 Nov 26.","Troncoso-Mariño A","Pharmacoepidemiol Drug Saf","2021","2020/10/07","PMC7839740","","10.1002/pds.5149"
"33020970","Phosphodiesterase type 5 inhibitor use among pregnant and reproductive-age women in the United States","Liu W, Menzin TJ, Woods CM, Haug NR, Li J, Mathew JA, Nguyen CP, Chai GP, Moeny DG, Shinde M.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):126-134. doi: 10.1002/pds.5112. Epub 2020 Oct 5.","Liu W","Pharmacoepidemiol Drug Saf","2021","2020/10/06","","","10.1002/pds.5112"
"33015899","Are anticholinergic medications used for overactive bladder associated with new onset depression? A population-based matched cohort study","Welk B, McArthur E.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1710-1714. doi: 10.1002/pds.5147. Epub 2020 Oct 15.","Welk B","Pharmacoepidemiol Drug Saf","2020","2020/10/05","","","10.1002/pds.5147"
"33015888","Effectiveness of adjuvant FOLFOX vs 5FU/LV in adults over age 65 with stage II and III colon cancer using a novel hybrid approach","Lund JL, Webster-Clark MA, Hinton SP, Shmuel S, Stürmer T, Sanoff HK.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1579-1587. doi: 10.1002/pds.5148. Epub 2020 Oct 12.","Lund JL","Pharmacoepidemiol Drug Saf","2020","2020/10/05","","","10.1002/pds.5148"
"33012044","Development and validation of coding algorithms to identify patients with incident lung cancer in United States healthcare claims data","Beyrer J, Nelson DR, Sheffield KM, Huang YJ, Ellington T, Hincapie AL.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1465-1479. doi: 10.1002/pds.5137. Epub 2020 Oct 4.","Beyrer J","Pharmacoepidemiol Drug Saf","2020","2020/10/04","","","10.1002/pds.5137"
"33009718","Patterns of anticonvulsant use and adverse drug events in older adults","Moura LMVR, Smith JR, Yan Z, Blacker D, Schwamm LH, Newhouse JP, Hernandez-Diaz S, Hsu J.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):28-36. doi: 10.1002/pds.5139. Epub 2020 Oct 2.","Moura LMVR","Pharmacoepidemiol Drug Saf","2021","2020/10/03","PMC7849867","NIHMS1641540","10.1002/pds.5139"
"33009708","Validation of venous thromboembolism diagnoses in patients receiving rivaroxaban or warfarin in The Health Improvement Network","Ruigómez A, Brobert G, Vora P, García Rodríguez LA.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):229-236. doi: 10.1002/pds.5146. Epub 2020 Oct 12.","Ruigómez A","Pharmacoepidemiol Drug Saf","2021","2020/10/03","PMC7821274","","10.1002/pds.5146"
"33009703","Risk of age-related macular degeneration in aspirin users and non-aspirin users: A population-based cohort study in Taiwan","Lee WA, Yang YK, Cheng CL.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):178-188. doi: 10.1002/pds.5145. Epub 2020 Oct 14.","Lee WA","Pharmacoepidemiol Drug Saf","2021","2020/10/03","","","10.1002/pds.5145"
"33006803","Tenofovir disoproxil fumarate associated nephrotoxicity: a retrospective cohort study at two referral hospitals in Namibia","Kalemeera F, Godman B, Stergachis A, Rennie T.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):189-200. doi: 10.1002/pds.5125. Epub 2020 Oct 2.","Kalemeera F","Pharmacoepidemiol Drug Saf","2021","2020/10/02","","","10.1002/pds.5125"
"33006179","High concordance between chart review adjudication and electronic medical record data to identify prevalent and incident diabetes mellitus among persons with and without HIV","McGinnis KA, Justice AC, Bailin S, Wellons M, Freiberg M, Koethe JR.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1432-1439. doi: 10.1002/pds.5111. Epub 2020 Oct 1.","McGinnis KA","Pharmacoepidemiol Drug Saf","2020","2020/10/02","PMC7810212","NIHMS1652097","10.1002/pds.5111"
"33000871","Ondansetron use in early pregnancy and the risk of miscarriage","Suarez EA, Boggess K, Engel SM, Stürmer T, Lund JL, Jonsson Funk M.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):103-113. doi: 10.1002/pds.5143. Epub 2020 Oct 12.","Suarez EA","Pharmacoepidemiol Drug Saf","2021","2020/10/01","","","10.1002/pds.5143"
"33000867","Quantifying cumulative anticholinergic and sedative drug load among US Medicare Beneficiaries","Shmuel S, Pate V, Pepin MJ, Bailey JC, Hanson LC, Stürmer T, Naumann RB, Golightly YM, Gnjidic D, Lund JL.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):144-156. doi: 10.1002/pds.5144. Epub 2020 Oct 15.","Shmuel S","Pharmacoepidemiol Drug Saf","2021","2020/10/01","PMC8858445","NIHMS1778430","10.1002/pds.5144"
"32986901","CPRD Aurum database: Assessment of data quality and completeness of three important comorbidities","Persson R, Vasilakis-Scaramozza C, Hagberg KW, Sponholtz T, Williams T, Myles P, Jick SS.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1456-1464. doi: 10.1002/pds.5135. Epub 2020 Sep 28.","Persson R","Pharmacoepidemiol Drug Saf","2020","2020/09/28","","","10.1002/pds.5135"
"32978861","Preparing for COVID-19 vaccine safety surveillance: A United States perspective","Haynes K.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1529-1531. doi: 10.1002/pds.5142. Epub 2020 Oct 2.","Haynes K","Pharmacoepidemiol Drug Saf","2020","2020/09/26","PMC7537525","","10.1002/pds.5142"
"32975344","Risk of common infections among individuals with psoriasis in Sweden: A nationwide cohort study comparing secukinumab to ustekinumab","Srinivas C, Odsbu I, Linder M.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1562-1569. doi: 10.1002/pds.5132. Epub 2020 Sep 25.","Srinivas C","Pharmacoepidemiol Drug Saf","2020","2020/09/25","PMC7756328","","10.1002/pds.5132"
"32964695","The controversy around technical standards for similar biotherapeutics: barriers to access and competition?(†)","González CPV, Muñoz CG.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1518-1522. doi: 10.1002/pds.5100. Epub 2020 Sep 22.","González CPV","Pharmacoepidemiol Drug Saf","2020","2020/09/23","","","10.1002/pds.5100"
"32964608","Can we identify allergic rhinitis from administrative data: A validation study","Leth-Møller KB, Skaaby T, Madsen F, Petersen J, Linneberg A.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1423-1431. doi: 10.1002/pds.5120. Epub 2020 Sep 23.","Leth-Møller KB","Pharmacoepidemiol Drug Saf","2020","2020/09/23","","","10.1002/pds.5120"
"32964590","Impact of a drug safety communication on the severity of benzonatate exposures reported to poison centers","Leonard JB, Seung H, Klein-Schwartz W.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):45-52. doi: 10.1002/pds.5136. Epub 2020 Sep 23.","Leonard JB","Pharmacoepidemiol Drug Saf","2021","2020/09/23","","","10.1002/pds.5136"
"32964569","Impact of a nationwide prospective drug utilization review program to improve prescribing safety of potentially inappropriate medications in older adults: An interrupted time series with segmented regression analysis","Jang S, Jeong S, Kang E, Jang S.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):17-27. doi: 10.1002/pds.5140. Epub 2020 Oct 9.","Jang S","Pharmacoepidemiol Drug Saf","2021","2020/09/23","","","10.1002/pds.5140"
"32964514","Methods for external control groups for single arm trials or long-term uncontrolled extensions to randomized clinical trials","Seeger JD, Davis KJ, Iannacone MR, Zhou W, Dreyer N, Winterstein AG, Santanello N, Gertz B, Berlin JA.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1382-1392. doi: 10.1002/pds.5141. Epub 2020 Oct 4.","Seeger JD","Pharmacoepidemiol Drug Saf","2020","2020/09/23","PMC7756307","","10.1002/pds.5141"
"32955156","Trends in HbA(1c) thresholds for initiation of hypoglycemic agents: Impact of changed recommendations for older and frail patients","Ambrož M, de Vries ST, Hoogenberg K, Denig P.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):37-44. doi: 10.1002/pds.5129. Epub 2020 Sep 21.","Ambrož M","Pharmacoepidemiol Drug Saf","2021","2020/09/21","PMC7756585","","10.1002/pds.5129"
"32954579","Not all aspirin products have equivalent antiplatelet efficacy-Aspirin formulated with magnesium stearate is less effective in preventing ischemic stroke","Huang K, Cheng CL, Yang YK.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1570-1578. doi: 10.1002/pds.5134. Epub 2020 Sep 21.","Huang K","Pharmacoepidemiol Drug Saf","2020","2020/09/21","","","10.1002/pds.5134"
"32954565","Navigating stormy waters: 10 years of operation of the European Union Regulatory Network Incident Management Plan for Medicines for Human Use","Santoro A, Caplanusi I, Sweeney F, Cappelli B, Nolan L, Straus S, Arlett P.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1343-1352. doi: 10.1002/pds.5133. Epub 2020 Sep 21.","Santoro A","Pharmacoepidemiol Drug Saf","2020","2020/09/21","PMC7756214","","10.1002/pds.5133"
"32940401","Randomized, observational, interventional, and real-world-What's in a name?","Concato J, Stein P, Dal Pan GJ, Ball R, Corrigan-Curay J.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1514-1517. doi: 10.1002/pds.5123. Epub 2020 Sep 17.","Concato J","Pharmacoepidemiol Drug Saf","2020","2020/09/17","","","10.1002/pds.5123"
"32939919","Factors associated with achieving target serum uric acid level and occurrence of gouty arthritis: A retrospective observational study of Japanese health insurance claims data","Koto R, Nakajima A, Horiuchi H, Yamanaka H.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):157-168. doi: 10.1002/pds.5127. Epub 2020 Sep 16.","Koto R","Pharmacoepidemiol Drug Saf","2021","2020/09/17","PMC7821287","","10.1002/pds.5127"
"32939910","Brief discussion on sampling variability in 1:1 propensity score matching without replacement","Ripollone JE, Huybrechts KF, Rothman KJ, Ferguson RE, Franklin JM.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1194-1197. doi: 10.1002/pds.5094. Epub 2020 Aug 10.","Ripollone JE","Pharmacoepidemiol Drug Saf","2020","2020/09/17","","","10.1002/pds.5094"
"32939909","A comparison of trends in opioid dispensing patterns between Medicaid pharmacy claims and prescription drug monitoring program data","El Ibrahimi S, Hallvik S, Johnston K, Leichtling G, Choo E, Hartung DM.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1168-1174. doi: 10.1002/pds.5097. Epub 2020 Aug 10.","El Ibrahimi S","Pharmacoepidemiol Drug Saf","2020","2020/09/17","PMC8015255","NIHMS1684676","10.1002/pds.5097"
"32936997","Gastrointestinal bleeding risk with rivaroxaban vs aspirin in atrial fibrillation: A multinational study","Fanning L, Wong ICK, Li X, Chan EW, Mongkhon P, Man KKC, Wei L, Leung WK, Darzins P, Bell JS, Ilomaki J, Lau WCY.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1550-1561. doi: 10.1002/pds.5130. Epub 2020 Sep 16.","Fanning L","Pharmacoepidemiol Drug Saf","2020","2020/09/16","","","10.1002/pds.5130"
"32935407","Medications used disproportionately during pregnancy: Priorities for research on the risks and benefits of medications when used during pregnancy","Havard A, Barbieri S, Hanly M, Perez-Concha O, Tran DT, Kennedy D, Jorm LR.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):53-64. doi: 10.1002/pds.5131. Epub 2020 Sep 16.","Havard A","Pharmacoepidemiol Drug Saf","2021","2020/09/16","","","10.1002/pds.5131"
"32929845","Validity of diagnosis and procedure codes for identifying neural tube defects in infants","Cheetham TC, Dublin S, Pocobelli G, Bobb JF, Andrade S, Hechter RC, Portugal C, Munis M, Albertson-Junkans L, Salgado G, Wong L, Maarup TJ, Carroll K, Griffin MR, Raebel MA, Smith D, Li DK, Pawloski PA, Toh S, Taylor L, Hua W, Dinatale M, Ceresa C, Trinidad JP, Boudreau DM.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1489-1493. doi: 10.1002/pds.5128. Epub 2020 Sep 15.","Cheetham TC","Pharmacoepidemiol Drug Saf","2020","2020/09/15","","","10.1002/pds.5128"
"32929830","Assessing the impact of unmeasured confounders for credible and reliable real-world evidence","Zhang X, Stamey JD, Mathur MB.","Pharmacoepidemiol Drug Saf. 2020 Oct;29(10):1219-1227. doi: 10.1002/pds.5117. Epub 2020 Sep 14.","Zhang X","Pharmacoepidemiol Drug Saf","2020","2020/09/15","","","10.1002/pds.5117"
"32929809","Drug utilization study on immediate release Fentanyl in Spain. Prevalence, incidence, and indication","González-Bermejo D, Rayón-Iglesias P, Rodríguez-Pascual A, Álvarez-Gutiérrez A, Fernández-Dueñas A, Montero-Corominas D, Huerta-Álvarez C.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):371-378. doi: 10.1002/pds.5118. Epub 2020 Sep 14.","González-Bermejo D","Pharmacoepidemiol Drug Saf","2021","2020/09/15","","","10.1002/pds.5118"
